ID,Category,skills_str,skill_count
20427934,BUSINESS-DEVELOPMENT,"accounting, budgeting, business development, cassandra, excel, forecasting, java, leadership, marketing, oracle, recruitment, sales",12
35673335,BUSINESS-DEVELOPMENT,"accounting, analytics, business development, crm, forecasting, marketing, negotiation, sales",8
16846478,BUSINESS-DEVELOPMENT,"business development, crm, marketing, sales, training",5
89197180,BUSINESS-DEVELOPMENT,"accounting, business development, customer service, excel, forecasting, marketing, medical, negotiation, project management, quickbooks, sales, training",12
36574147,BUSINESS-DEVELOPMENT,"banking, business development, compliance, customer service, leadership, marketing, sales, training",8
27004930,BUSINESS-DEVELOPMENT,"business development, compliance, crm, customer service, leadership, marketing, project management, sales, training",9
12230301,BUSINESS-DEVELOPMENT,"analytics, budgeting, business development, communication, crm, excel, indesign, investment, marketing, negotiation, photoshop, problem solving, project management, sales, statistics",15
59696315,BUSINESS-DEVELOPMENT,"analytics, business development, communication, customer service, leadership, marketing, problem solving, project management, sales, training",10
20633855,BUSINESS-DEVELOPMENT,"analytics, business development, communication, forecasting, marketing, sales, training",7
18311419,BUSINESS-DEVELOPMENT,"budgeting, business development, compliance, forecasting, leadership, marketing, recruitment, sales, training",9
16091352,BUSINESS-DEVELOPMENT,"business development, customer service, marketing, sales, training",5
27375577,BUSINESS-DEVELOPMENT,"analytics, budgeting, business development, clinical, crm, investment, marketing, r, sales",9
25813953,BUSINESS-DEVELOPMENT,"business development, customer service, excel, marketing, payroll, problem solving, sales, training",8
76916835,BUSINESS-DEVELOPMENT,"business development, communication, customer service, marketing, sales",5
17730889,BUSINESS-DEVELOPMENT,"budgeting, business development, civil, communication, customer service, leadership, marketing, negotiation, sales, training",10
67501448,BUSINESS-DEVELOPMENT,"accounting, business development, communication, marketing, medical, negotiation, problem solving, sales",8
17421910,BUSINESS-DEVELOPMENT,"business development, compliance, excel, marketing, sales, training",6
12632728,BUSINESS-DEVELOPMENT,,0
91467795,BUSINESS-DEVELOPMENT,"business development, communication, crm, marketing, medical, oracle, project management, quality control, r, sales, training",11
13574264,BUSINESS-DEVELOPMENT,"business development, crm, customer service, leadership, marketing, sales, spark, training",8
27139412,BUSINESS-DEVELOPMENT,"business development, communication, leadership, marketing, sales, sap, training",7
14070138,BUSINESS-DEVELOPMENT,"business development, communication, compliance, forecasting, onboarding, recruitment, sales, strategic planning, training",9
15811992,BUSINESS-DEVELOPMENT,"accounting, business development, customer service, leadership, payroll, sales, tax, training",8
14871762,BUSINESS-DEVELOPMENT,"analytics, big data, business development, erp, excel, java, leadership, project management, python, r, sales, sql, tableau, training",14
17597372,BUSINESS-DEVELOPMENT,"business development, sales, training",3
18937778,BUSINESS-DEVELOPMENT,"analytics, business development, communication, forecasting, investment, marketing, sales, training",8
14861855,BUSINESS-DEVELOPMENT,"business development, communication, compliance, customer service, leadership, marketing, negotiation, risk management, sales, training",10
36170003,BUSINESS-DEVELOPMENT,"business development, civil, communication, crm, forecasting, leadership, negotiation, sales, training",9
27937592,BUSINESS-DEVELOPMENT,"business development, customer service, forecasting, marketing, sales",5
16519708,BUSINESS-DEVELOPMENT,"budgeting, business development, leadership, marketing, negotiation, recruitment, sales, strategic planning, training",9
17602815,BUSINESS-DEVELOPMENT,"accounting, business development, communication, customer service, leadership, risk management, sales, training",8
28337049,BUSINESS-DEVELOPMENT,"business development, clinical, compliance, customer service, diagnosis, forecasting, hr, medical, problem solving, sales, training",11
33424600,BUSINESS-DEVELOPMENT,"accounting, banking, business development, compliance, customer service, hris, investment, leadership, performance management, recruitment, sales, training",12
32042584,BUSINESS-DEVELOPMENT,"analytics, business development, data science, marketing, r, sales, spring, sql, statistics",9
14752209,BUSINESS-DEVELOPMENT,"analytics, business development, excel, forecasting, marketing, project management, sales, sap, strategic planning, training",10
31273310,BUSINESS-DEVELOPMENT,"business development, communication, crm, customer service, html, leadership, marketing, problem solving, sales",9
14055971,BUSINESS-DEVELOPMENT,"business development, communication, customer service, excel, forecasting, hipaa, medical, payroll, problem solving, project management, sales",11
95382114,BUSINESS-DEVELOPMENT,"business development, crm, data analysis, financial modeling, investment, leadership, marketing, negotiation, problem solving, project management, sales, strategic planning",12
23617240,HEALTHCARE,"budgeting, clinical, communication, compliance, gcp, marketing, medical, nursing, patient care, risk management, sales, spring, strategic planning, training",14
23138078,HEALTHCARE,"accounting, clinical, communication, compliance, customer service, diagnosis, excel, leadership, medical, payroll, problem solving, training",12
51777546,HEALTHCARE,"accounting, communication, compliance, excel, hr, onboarding, payroll, recruitment, tax, training",10
69199666,HEALTHCARE,"payroll, sales, training",3
93988900,HEALTHCARE,"clinical, compliance, excel, investment, leadership, marketing, medical, patient care, photoshop, problem solving, project management, sales, solidworks, training",14
41910253,HEALTHCARE,"communication, compliance, data analysis, excel, leadership, medical, patient care, project management, risk management, strategic planning, training",11
28670024,HEALTHCARE,"analytics, banking, communication, customer service, medical, sales, strategic planning",7
36625776,HEALTHCARE,"clinical, leadership, negotiation, strategic planning, training",5
96260484,HEALTHCARE,"accounting, business development, clinical, leadership, marketing, medical, patient care, training",8
11378657,HEALTHCARE,"clinical, communication, customer service, excel, hr, leadership, marketing, medical, recruitment",9
34962725,HEALTHCARE,"clinical, compliance, hipaa, leadership, medical, nursing, patient care, training",8
18365443,HEALTHCARE,"accounting, auditing, compliance, customer service, leadership, medical, project management, sql, training",9
26125407,HEALTHCARE,"accounting, clinical, communication, diagnosis, medical, nursing, patient care, quality control, statistics, strategic planning, training",11
54934269,HEALTHCARE,"communication, customer service, diagnosis, excel, nursing",5
37374340,HEALTHCARE,"communication, compliance, customer service, leadership, medical, payroll, sales, training",8
25328428,HEALTHCARE,"clinical, communication, compliance, hipaa, medical, nursing, patient care, quality control, training",9
56520872,HEALTHCARE,"clinical, medical, nursing, training",4
23944036,HEALTHCARE,"clinical, compliance, marketing, medical, nursing, recruitment, training",7
19090468,HEALTHCARE,"accounting, auditing, bash, clinical, compliance, hadoop, java, linux, oracle, project management, shell, training, unix",13
16132195,HEALTHCARE,"clinical, communication, medical, nursing, training",5
27030979,HEALTHCARE,"clinical, communication, compliance, customer service, excel, hr, leadership, medical, payroll, performance management, project management, sales, statistics, training",14
17960690,HEALTHCARE,"clinical, communication, medical, nursing, sales, training",6
17624934,HEALTHCARE,"clinical, communication, leadership, nursing, patient care, project management",6
22008817,HEALTHCARE,"analytics, clinical, communication, compliance, data analysis, excel, leadership, marketing, medical, problem solving, project management, recruitment, sales, training",14
20835760,HEALTHCARE,"communication, customer service, hr, leadership, marketing, sales, training",7
87520378,HEALTHCARE,"accounting, budgeting, communication, customer service, excel, leadership, marketing, medical, patient care, payroll, photoshop, sales, statistics, training",14
58879993,HEALTHCARE,"accounting, budgeting, communication, customer service, excel, leadership, marketing, medical, patient care, payroll, photoshop, sales, statistics, training",14
64471954,HEALTHCARE,"communication, compliance, customer service, excel, hipaa, onboarding, problem solving, r, statistics, training",10
18714571,HEALTHCARE,"communication, customer service, mechanical, nursing, training",5
20748468,HEALTHCARE,"accounting, communication, compliance, css, excel, hr, html, medical, payroll, problem solving, quickbooks, r, statistics, training",14
98300955,HEALTHCARE,"agile, analytics, api, communication, css, devops, html, investment, java, javascript, linux, medical, scrum, sql, training",15
11653906,HEALTHCARE,"accounting, budgeting, communication, forecasting, leadership, oracle, sales, strategic planning, tax, training",10
10466208,HEALTHCARE,"leadership, marketing, recruitment, sales, strategic planning, training",6
13352113,HEALTHCARE,"banking, communication, compliance, customer service, hipaa, negotiation, problem solving, quickbooks, sales, training",10
20110597,HEALTHCARE,"banking, communication, compliance, customer service, hipaa, html, illustrator, negotiation, photoshop, problem solving, quickbooks, sales, training",13
20211577,HEALTHCARE,"clinical, communication, compliance, customer service, medical, sales",6
12315079,HEALTHCARE,"budgeting, business development, communication, compliance, crm, customer service, employee relations, forecasting, leadership, marketing, medical, negotiation, nursing, r, sales, training",16
10480456,HEALTHCARE,"budgeting, business development, clinical, communication, leadership, marketing, mechanical, medical, negotiation, project management, quality control, r, sales, training",14
75297735,HEALTHCARE,"accounting, banking, business development, compliance, crm, excel, leadership, marketing, medical, risk management, sales, training",12
49325370,HEALTHCARE,"accounting, clinical, communication, compliance, customer service, hipaa, medical, payroll, training",9
21866029,HEALTHCARE,"analytics, communication, data analysis, excel, forecasting, marketing, problem solving, sales, sql, tableau, training",11
14667957,HEALTHCARE,"clinical, compliance, leadership, medical, nursing, patient care, payroll, training",8
10062724,HEALTHCARE,"clinical, compliance, excel, marketing, medical, payroll, training",7
43994605,HEALTHCARE,"budgeting, clinical, communication, excel, leadership, medical, risk management, training",8
23814777,HEALTHCARE,"clinical, communication, customer service, excel, leadership, medical, patient care, quality control, sales, training",10
28745844,HEALTHCARE,"compliance, customer service, medical",3
17864043,HEALTHCARE,"business development, compliance, hr, hris, marketing, problem solving, recruitment, sales, statistics, strategic planning, talent acquisition",11
16121387,HEALTHCARE,"accounting, communication, compliance, customer service, data analysis, excel, hipaa, leadership, medical, patient care, problem solving, quality control, rest, training",14
10076271,HEALTHCARE,"business development, excel, investment, leadership, marketing, project management, sales, training",8
80876647,HEALTHCARE,"customer service, medical, patient care, sales, statistics, training",6
36861863,HEALTHCARE,"compliance, crm, customer service, problem solving, training",5
24025053,HEALTHCARE,"accounting, hipaa, leadership, medical, payroll, quality control",6
17545780,HEALTHCARE,"accounting, budgeting, clinical, communication, leadership, marketing, medical, patient care, payroll, problem solving, training",11
95011061,HEALTHCARE,"customer service, excel, leadership, training",4
13565152,HEALTHCARE,"business development, clinical, communication, compliance, crm, customer service, diagnosis, forecasting, leadership, marketing, medical, nursing, patient care, payroll, problem solving, r, sales, training",18
75744306,HEALTHCARE,"communication, customer service, excel, sales",4
26908066,HEALTHCARE,"compliance, crm, forecasting, leadership, medical, negotiation, project management, recruitment, sales, tax, training",11
11704150,HEALTHCARE,"cam, communication, hipaa, medical",4
27917969,HEALTHCARE,"analytics, investment, leadership, medical, onboarding, sales, strategic planning",7
12613221,HEALTHCARE,"clinical, communication, ehr, medical, problem solving, strategic planning, training",7
15680735,HEALTHCARE,"banking, business development, clinical, investment, leadership, medical, nursing, recruitment, sales, training",10
13575312,HEALTHCARE,"agile, budgeting, crm, html, java, javascript, oracle, postgresql, project management, risk management, sales, scrum, sql",13
15636923,HEALTHCARE,"business development, communication, customer service, leadership, nursing, patient care, sales, training",8
14062078,HEALTHCARE,"clinical, communication, excel, hipaa, medical, nursing, patient care, statistics, training",9
37001381,HEALTHCARE,"cad, communication, compliance, customer service, hipaa, medical, training",7
32219038,HEALTHCARE,"customer service, excel, hipaa, medical, nursing, sap",6
10251432,HEALTHCARE,"accounting, customer service, excel, payroll, r, sales, training",7
28423028,HEALTHCARE,"clinical, communication, compliance, customer service, ehr, hipaa, leadership, medical, onboarding, quality control, risk management, training",12
46349752,HEALTHCARE,"clinical, communication, compliance, medical, nursing, patient care, training",7
26958533,HEALTHCARE,"compliance, electrical, excel, mechanical, photoshop",5
23110214,HEALTHCARE,"clinical, compliance, customer service, ehr, excel, investment, leadership, negotiation, nursing, project management, strategic planning, training",12
17963031,HEALTHCARE,"clinical, java, medical, training, unix",5
60624892,HEALTHCARE,"accounting, clinical, communication, compliance, customer service, excel, leadership, marketing, medical, nursing, problem solving, project management, quickbooks, recruitment, sales, training",16
23918545,HEALTHCARE,"accounting, communication, compliance, customer service, data analysis, excel, medical, nursing, training",9
20172393,HEALTHCARE,"clinical, compliance, data analysis, marketing, medical, patient care, project management, training",8
39082090,HEALTHCARE,"business development, clinical, communication, customer service, data analysis, hr, leadership, marketing, medical, payroll, sales, training",12
98309114,HEALTHCARE,"analytics, clinical, compliance, data analysis, excel, leadership, marketing, medical, nursing, patient care, photoshop, statistics, strategic planning, training",14
16702198,HEALTHCARE,"business development, clinical, compliance, excel, marketing, medical, project management, sales, training",9
45907524,HEALTHCARE,"customer service, excel, leadership, medical",4
12333703,HEALTHCARE,"communication, compliance, customer service, electrical, mechanical, medical, project management, r, sales, training",10
15499825,HEALTHCARE,"compliance, customer service, diagnosis, hipaa, leadership, medical, payroll, problem solving, training",9
85417107,HEALTHCARE,"business development, clinical, communication, compliance, hr, marketing, negotiation, nursing, recruitment, sales, talent acquisition, tax, training",13
33750209,HEALTHCARE,"hipaa, medical, risk management, training",4
24548333,HEALTHCARE,"customer service, excel, forecasting, illustrator, leadership, marketing, photoshop, project management, sales, training",10
16356151,HEALTHCARE,"clinical, communication, compliance, customer service, medical, nursing, patient care, quality control, training",9
20736486,HEALTHCARE,"communication, customer service, excel, leadership, medical, nursing, patient care, training",8
18784594,HEALTHCARE,"accounting, clinical, customer service, leadership, marketing, medical, patient care, problem solving, sales, training",10
85421438,HEALTHCARE,"analytics, communication, customer service, leadership, marketing, sales, spring, training",8
33803142,HEALTHCARE,"accounting, budgeting, business development, clinical, communication, compliance, customer service, employee relations, hr, leadership, marketing, nursing, patient care, sales, strategic planning, training",16
47996197,HEALTHCARE,"analytics, budgeting, crm, forecasting, marketing, project management, sales",7
11605833,HEALTHCARE,"accounting, clinical, communication, compliance, customer service, investment, leadership, medical, problem solving",9
25451319,HEALTHCARE,"accounting, budgeting, clinical, communication, compliance, customer service, leadership, marketing, patient care, payroll, problem solving, strategic planning",12
91478356,HEALTHCARE,"clinical, medical, nursing, patient care, sales",5
29134372,HEALTHCARE,"accounting, communication, compliance, customer service, leadership, medical, nursing, oracle, recruitment, spring, swift",11
35579812,HEALTHCARE,"budgeting, communication, leadership, training",4
12938200,HEALTHCARE,"communication, customer service, excel, medical, spring, training",6
31926950,HEALTHCARE,"communication, compliance, customer service, excel, hr, leadership, marketing, medical, onboarding, recruitment, sales, talent acquisition, training",13
32563518,HEALTHCARE,"clinical, communication, compliance, electrical, leadership, marketing, problem solving, project management, sales, sql, training",11
29992154,HEALTHCARE,"communication, customer service, leadership, sales",4
25974844,HEALTHCARE,"auditing, communication, compliance, excel, hipaa, marketing, medical, quickbooks, training",9
18129173,HEALTHCARE,"business development, clinical, leadership, marketing, medical, payroll, problem solving, ruby, sales, strategic planning, training",11
26585242,HEALTHCARE,"analytics, budgeting, clinical, compliance, customer service, data analysis, excel, hipaa, medical, project management, sql, tableau, training",13
26695839,HEALTHCARE,"accounting, clinical, compliance, ehr, excel, forecasting, leadership, marketing, medical, project management, quickbooks, training",12
10568183,HEALTHCARE,"communication, customer service, excel, medical, payroll, training",6
24550866,HEALTHCARE,"accounting, communication, compliance, data analysis, medical, project management, training",7
34594746,HEALTHCARE,"communication, compliance, customer service, excel, hipaa, medical, problem solving, sales, sap, training",10
25834360,HEALTHCARE,"clinical, medical, nursing, patient care, statistics",5
27090089,HEALTHCARE,"clinical, communication, customer service, leadership, marketing, medical, recruitment, sales, training",9
35422305,HEALTHCARE,"business development, clinical, leadership, marketing, medical, patient care, recruitment, strategic planning, training",9
18484846,HEALTHCARE,"crm, excel, medical, nursing, patient care, recruitment, sales, training",8
18949843,HEALTHCARE,"accounting, auditing, clinical, communication, compliance, data analysis, ehr, hipaa, leadership, medical, patient care, project management, training",13
17539842,HEALTHCARE,"communication, medical, nursing, training",4
36868767,HEALTHCARE,"excel, payroll",2
97169343,HEALTHCARE,"business development, clinical, communication, compliance, customer service, hr, marketing, medical, nursing, patient care, recruitment, sales, statistics, training",14
31395710,HEALTHCARE,"clinical, diagnosis, medical, nursing, patient care, statistics, training",7
17576030,FITNESS,"marketing, sales, training",3
24444525,FITNESS,"excel, leadership, sales, statistics, training",5
10268614,FITNESS,"communication, diagnosis, excel, leadership, marketing, r, sales, training",8
29792535,FITNESS,"excel, illustrator, marketing, photoshop, training",5
15932017,FITNESS,"communication, customer service, patient care, training",4
23063986,FITNESS,"accounting, communication, customer service, excel, investment, leadership, marketing, project management, sales, statistics",10
10816645,FITNESS,"communication, training",2
11522068,FITNESS,"communication, leadership, training",3
10568350,FITNESS,"communication, customer service, problem solving, sales, statistics, training",6
18767449,FITNESS,"leadership, problem solving, tax, training",4
20457611,FITNESS,"accounting, auditing, budgeting, business development, communication, customer service, marketing, payroll, project management, quickbooks, sales, tax, training",13
54259150,FITNESS,"communication, customer service, leadership, marketing, sales, training",6
67032711,FITNESS,"customer service, hr, leadership, sales, training",5
12019284,FITNESS,"communication, customer service, leadership, marketing, payroll, problem solving, project management, sales, training",9
38650096,FITNESS,"customer service, excel",2
32651555,FITNESS,"customer service, leadership, medical, payroll, quality control, sales, training",7
55746506,FITNESS,"customer service, recruitment, sales, strategic planning",4
10235429,FITNESS,"excel, leadership, marketing, payroll, sales, training",6
30757456,FITNESS,"communication, leadership, marketing, medical, payroll, recruitment, spring, training",8
19037403,FITNESS,"accounting, customer service, leadership, problem solving, sales, training",6
32636041,FITNESS,"communication, customer service, leadership, problem solving, project management, training",6
27974588,FITNESS,"sales, training",2
24251588,FITNESS,"customer service, leadership, marketing, recruitment, sales, training",6
97123005,FITNESS,"accounting, compliance, customer service, excel, recruitment, sales, training",7
38642923,FITNESS,"accounting, business development, communication, customer service, leadership, marketing, sales, training",8
39805617,FITNESS,"customer service, leadership, nursing, problem solving, project management, risk management, sales, training",8
20565486,FITNESS,"communication, compliance, customer service, excel, leadership, marketing, oracle, sales, training",9
28669770,FITNESS,"business development, customer service, payroll, risk management, sales, training",6
17660419,FITNESS,,0
22855060,FITNESS,"customer service, leadership, payroll, sales, training",5
17163375,FITNESS,"leadership, training",2
35302620,FITNESS,"accounting, customer service, payroll, recruitment, sales, training",6
19599699,FITNESS,"excel, spring, training",3
17286050,FITNESS,"communication, customer service, negotiation",3
15293959,FITNESS,"communication, excel, marketing, medical, photoshop, sales, statistics, training",8
10428916,FITNESS,"customer service, leadership, recruitment, sales, training",5
52684666,FITNESS,"communication, customer service, leadership, medical, nursing, training",6
19774173,FITNESS,"accounting, communication, customer service, r, sales, training",6
23011221,FITNESS,"compliance, hr, leadership, marketing, oracle, payroll, problem solving, project management, recruitment, sales, spring, training",12
13367322,FITNESS,"communication, compliance, customer service, hipaa, sales, training",6
16038911,FITNESS,"compliance, sales, training",3
30990885,FITNESS,"accounting, banking, communication, excel, marketing, sales, spring",7
12923795,FITNESS,"budgeting, communication, crm, customer service, leadership, marketing, negotiation, oracle, quality control, r, sales, strategic planning, training",13
20279756,FITNESS,"business development, communication, customer service, employee relations, leadership, marketing, project management, sales, training",9
25838512,FITNESS,"communication, leadership, marketing, sales, strategic planning, training",6
17431847,FITNESS,"excel, leadership, medical, training",4
28321954,FITNESS,"communication, leadership, sales, training",4
11332602,FITNESS,"budgeting, customer service, data analysis, excel, marketing, payroll, problem solving, sales, statistics, strategic planning, training",11
17166018,FITNESS,training,1
29573698,FITNESS,"communication, customer service, sales",3
95769832,FITNESS,"communication, customer service, marketing, sales, training",5
89858892,FITNESS,"accounting, business development, communication, crm, customer service, payroll, sales, training",8
22488036,FITNESS,"api, autocad, catia, communication, excel, linux, matlab, mechanical, project management, python, sap, shell, simulation, solidworks, sql, structural",16
22093368,FITNESS,"agile, customer service, excel, leadership, scrum, training",6
31042953,FITNESS,"compliance, customer service, project management, sales, training",5
24994145,FITNESS,"communication, compliance, sales, training",4
56286525,FITNESS,"agile, budgeting, communication, compliance, customer service, forecasting, leadership, payroll, performance management, spark, strategic planning, training",12
32517106,FITNESS,"customer service, employee relations, marketing, problem solving, sales, training",6
38108845,FITNESS,"communication, customer service, leadership, marketing, payroll, problem solving, sales, statistics, strategic planning, training",10
28172023,FITNESS,"business development, communication, customer service, excel, sales, strategic planning, training",7
45656814,FITNESS,communication,1
24767027,FITNESS,"accounting, banking, business development, leadership, marketing, medical, sales, tax, training",9
25507648,FITNESS,"communication, compliance, excel, illustrator, leadership, marketing, payroll, performance management, sales, sap, training",11
17915015,FITNESS,"customer service, leadership, medical, payroll, spring, training",6
36139251,FITNESS,"accounting, compliance, leadership, marketing, payroll, sales, training",7
16474898,FITNESS,"communication, excel, problem solving, training",4
25482567,FITNESS,"budgeting, business development, communication, customer service, leadership, sales, training",7
29165698,FITNESS,"customer service, hr, leadership, marketing, payroll, statistics, training",7
27084878,FITNESS,"accounting, auditing, banking, clinical, compliance, customer service, medical, negotiation, nursing, payroll, quickbooks, risk management, sales, training",14
26459032,FITNESS,"communication, excel, marketing, quickbooks, sales, statistics, training",7
70603826,FITNESS,"communication, leadership, training",3
95085510,FITNESS,"clinical, communication, medical, sales, training",5
21238396,FITNESS,"excel, marketing, sales, spring, training",5
20255404,FITNESS,"auditing, budgeting, business development, customer service, forecasting, marketing, medical, negotiation, nursing, payroll, problem solving, project management, sales, training",14
69666645,FITNESS,"medical, nursing, pharmacology, training",4
19938081,FITNESS,"accounting, communication, customer service, leadership, marketing, payroll, sales, training",8
12092347,FITNESS,"communication, leadership, problem solving, sales, training",5
62870550,FITNESS,"accounting, compliance, customer service, hr, leadership, payroll, recruitment, sales, training",9
76530505,FITNESS,"communication, customer service, marketing, payroll, training",5
10333051,FITNESS,"auditing, communication, compliance, leadership, medical, nursing, risk management, training",8
29319314,FITNESS,"communication, medical, project management, sales, training",5
77266989,FITNESS,"budgeting, clinical, communication, compliance, customer service, excel, leadership, medical, patient care, recruitment, training",11
59487170,FITNESS,"communication, excel, leadership, payroll, sales, training",6
24219583,FITNESS,"clinical, communication, excel, mechanical, medical, nursing, patient care, training",8
27397245,FITNESS,"communication, customer service, excel, hr, problem solving, sales, training",7
29425788,FITNESS,"clinical, communication, medical, sales, training",5
11130200,FITNESS,training,1
10969918,FITNESS,"compliance, marketing, medical, nursing, patient care, sales, training",7
21178545,FITNESS,"clinical, diagnosis, leadership, medical, training",5
12938389,FITNESS,"banking, communication, compliance, customer service, hr, leadership, problem solving, quickbooks, strategic planning, training",10
57575888,FITNESS,"clinical, communication, data analysis, leadership, marketing, payroll, sales, training",8
37087824,FITNESS,"communication, customer service, excel, leadership, negotiation, risk management, training",7
21122155,FITNESS,"clinical, compliance, ehr, gcp, hr, medical, recruitment, training",8
24708621,FITNESS,"compliance, leadership, marketing, sales, training",5
27903191,FITNESS,"customer service, leadership, marketing, payroll, sales, training",6
24905947,FITNESS,"communication, customer service, investment, sales, training",5
75156649,FITNESS,"communication, customer service, sales, training",4
96761538,FITNESS,"customer service, medical, sales",3
19975121,FITNESS,"communication, excel, payroll, photoshop",4
12695799,FITNESS,"communication, customer service, excel, leadership, marketing, photoshop, project management",7
14515954,FITNESS,"agile, budgeting, cad, communication, leadership, marketing, project management, sales, training",9
13675377,FITNESS,"clinical, compliance, customer service, ehr, electrical, medical, patient care, sales, training",9
34151183,FITNESS,"accounting, compliance, customer service, medical, training",5
16605352,FITNESS,"communication, customer service, excel, medical, quickbooks, sales, training",7
34792238,FITNESS,"accounting, clinical, communication, compliance, hr, leadership, marketing, medical, quality control, sales, statistics, training",12
23004695,FITNESS,"banking, customer service, leadership, marketing, payroll, problem solving, sales, training",8
35164503,FITNESS,"accounting, analytics, banking, communication, compliance, customer service, excel, hr, investment, marketing, sales, tax, training",13
63282405,FITNESS,"communication, customer service, problem solving",3
31556198,FITNESS,"communication, customer service, medical, sales, training",5
12791244,FITNESS,"accounting, communication, customer service, marketing, patient care, sales, training",7
14107571,FITNESS,"auditing, compliance, excel, leadership, tax, training",6
17658471,FITNESS,"nursing, training",2
80000092,FITNESS,"communication, sales, training",3
13037145,FITNESS,"communication, customer service, sales, training",4
23477199,FITNESS,"clinical, excel, leadership, mechanical, medical, quality control, r, sales, training",9
29306433,FITNESS,"accounting, compliance, customer service, leadership, marketing, payroll, r, sales, training",9
90365216,FITNESS,"business development, communication, customer service, excel, hr, medical, nursing, recruitment, sales, training",10
54246169,AGRICULTURE,"business development, communication, excel, marketing, strategic planning, training",6
28165687,AGRICULTURE,"leadership, nursing, project management, training",4
21134923,AGRICULTURE,"budgeting, business development, communication, compliance, excel, illustrator, project management, strategic planning",8
37292350,AGRICULTURE,"accounting, data analysis, leadership, marketing, recruitment, sales, training",7
84512719,AGRICULTURE,"electrical, excel, problem solving, strategic planning, training",5
21868149,AGRICULTURE,"business development, communication, compliance, marketing, project management, training",6
37201447,AGRICULTURE,"communication, leadership",2
29897742,AGRICULTURE,"communication, leadership, project management, training",4
55500538,AGRICULTURE,"data analysis, excel, leadership",3
15053703,AGRICULTURE,"communication, excel, leadership, training",4
15603319,AGRICULTURE,"communication, data analysis, leadership, mechanical, training",5
69336473,AGRICULTURE,"budgeting, civil, medical, training",4
18242317,AGRICULTURE,"communication, data analysis, leadership, mechanical, training",5
30437583,AGRICULTURE,"communication, excel, leadership, marketing, photoshop, statistics",6
14140903,AGRICULTURE,"communication, r",2
17312146,AGRICULTURE,"customer service, electrical, excel, leadership, sales, spring, training",7
29746235,AGRICULTURE,"communication, excel, leadership, patient care, project management, risk management, training",7
62994611,AGRICULTURE,"agile, api, communication, css, flask, html, javascript, keras, leadership, marketing, matlab, mongodb, pandas, project management, python, sales, scikit-learn, sql, tableau, tensorflow, training",21
38216888,AGRICULTURE,"customer service, training",2
19851252,AGRICULTURE,"customer service, excel",2
11813872,AGRICULTURE,"accounting, agile, analytics, aws, data science, investment, java, leadership, oracle, pandas, payroll, python, sql, training",14
16849128,AGRICULTURE,"communication, electrical, mechanical, training",4
23631188,AGRICULTURE,"accounting, banking, communication, excel, tax, training",6
24001783,AGRICULTURE,"excel, training",2
12341902,AGRICULTURE,"communication, leadership, r, training",4
11197262,AGRICULTURE,"communication, data analysis, mechanical, spring, training",5
10953078,AGRICULTURE,"banking, communication, medical, nursing, tax, training",6
69859102,AGRICULTURE,"communication, compliance, customer service, sales, training",5
40882926,AGRICULTURE,"communication, leadership, project management, recruitment, sales",5
16653657,AGRICULTURE,"clinical, communication, compliance, gcp, leadership, quality control, training",7
24397882,AGRICULTURE,"accounting, budgeting, compliance, excel, forecasting, leadership, marketing, oracle, payroll, quickbooks, r, sales, sap, tax, training",15
16172429,AGRICULTURE,"accounting, banking, compliance, excel, quickbooks, risk management, tax, training",8
36102323,AGRICULTURE,"accounting, clinical, communication, customer service, leadership, linux, medical, nursing, sales, training",10
81042872,AGRICULTURE,"communication, excel, r",3
19532392,AGRICULTURE,"accounting, compliance, marketing, medical, risk management, sap, sql, training",8
34141299,AGRICULTURE,"communication, customer service, excel, marketing, sales, statistics",6
89740812,AGRICULTURE,"autocad, cad, customer service, excel, indesign, leadership, marketing, mechanical, photoshop, strategic planning, training",11
20969119,AGRICULTURE,"communication, crm, customer service, leadership, marketing, performance management, recruitment, sales, strategic planning, structural, training",11
27689009,AGRICULTURE,"communication, mechanical, medical, payroll, tax, training",6
29510501,AGRICULTURE,"communication, excel, leadership, problem solving, training",5
17640785,AGRICULTURE,"compliance, excel, leadership, medical, problem solving, project management, r, recruitment, training",9
29968330,AGRICULTURE,excel,1
28733974,AGRICULTURE,"accounting, budgeting, communication, customer service, marketing, negotiation, payroll, problem solving, project management, sales, training",11
15546686,AGRICULTURE,"banking, clinical, marketing, sales, training",5
56068028,AGRICULTURE,"accounting, compliance, data analysis, erp, excel, r, sap, training",8
24068423,AGRICULTURE,"data analysis, javascript, php, r, simulation",5
12674256,AGRICULTURE,"compliance, customer service, investment, marketing, sales, strategic planning",6
27888251,AGRICULTURE,"compliance, project management, quality control",3
16507693,AGRICULTURE,"accounting, budgeting, civil, compliance, excel, forecasting, hr, leadership, payroll, training",10
55712978,AGRICULTURE,leadership,1
26835781,AGRICULTURE,"bash, compliance, leadership, marketing, recruitment, training",6
26921245,AGRICULTURE,"communication, excel, leadership, onboarding, quality control, statistics, training",7
20006992,AGRICULTURE,"customer service, leadership, medical, recruitment, tax, training",6
11676151,AGRICULTURE,"clinical, communication, ehr, excel, html, medical, project management, statistics, training",9
24416961,AGRICULTURE,"agile, communication, leadership, project management, risk management, training",6
69360287,AGRICULTURE,"auditing, compliance, customer service, excel, oracle, training",6
18264694,AGRICULTURE,"business development, communication, leadership, marketing, risk management, sales, training",7
